clg_name,fees,avg_pkg,rating
"MIT School of Food Technology - [MITSoFT], Pune","₹ 1,75,700","₹ 2,50,000",7.8 / 10
"Prabhat Engineering College - [PEC], Kanpur","₹ 55,000","₹ 4,00,000",6.8 / 10
"Venkateshwara Group of Institutions, Meerut","₹ 75,000","₹ 12,00,000",7.8 / 10
"Vidya College of Engineering - [VCE], Meerut","₹ 1,08,000","₹ 5,20,000",7.5 / 10
"A. D. Patel Institute of Technology - [ADIT], Vallabh Vidyanagar","₹ 1,06,000","₹ 6,00,000",7.3 / 10
"Jawaharlal Nehru College of Technology - [JNCT], Rewa","₹ 48,000","₹ 18,00,000",7.2 / 10
"ICFAI University, Baddi","₹ 95,000","₹ 18,50,000",7.8 / 10
"IEC Group of Institutions, Greater Noida","₹ 1,17,126","₹ 34,00,000",7.5 / 10
"Government Engineering College - [GEC], Banaskantha","₹ 1,500","₹ 80,000",8.3 / 10
"Government Engineering College - [GEC], Bharuch","₹ 1,500","₹ 2,68,000",8.5 / 10
"Indur Institute of Engineering and Technology - [INDURIET], Siddipet","₹ 50,000","₹ 5,00,000",7.4 / 10
"Albertian Institute of Science and Technology - [AISAT], Kochi","₹ 1,04,900","₹ 3,00,000",8.9 / 10
"Alva's Institute of Engineering and Technology, Mangalore","₹ 1,00,000","₹ 5,00,000",8.2 / 10
"Balaji Engineering College, Junagadh","₹ 55,000","₹ 8,50,000",8.5 / 10
"Bansal Institute of Science and Technology - [BIST], Bhopal","₹ 55,000","₹ 2,40,000",7.7 / 10
"Bhubaneswar College of Engineering - [BCE], Khorda","₹ 1,80,000","₹ 21,00,000",6.3 / 10
"Bhubaneswar Institute of Technology - [BIT], Bhubaneswar","₹ 55,000","₹ 2,50,000",7.8 / 10
"SCAD Engineering College, Tirunelveli","₹ 50,000","₹ 4,50,000",7.9 / 10
"Gujarat Power Engineering and Research Institute - [GPERI], Mehsana","₹ 40,000","₹ 5,00,000",7.6 / 10
"Mahatma Gandhi Mission's College of Engineering and Technology - [MGMCET], Navi Mumbai","₹ 68,000","₹ 7,18,000",5.1 / 10
"Maturi Venkata Subba Rao Engineering College - [MVSREC], Hyderabad","₹ 1,31,500","₹ 2,50,000",5.7 / 10
"Nalla Narasimha Reddy Education Society's Group of Institutions - [NNRG], Hyderabad","₹ 91,500","₹ 5,00,000",7 / 10
"VVP Engineering College - [VVPEC], Rajkot","₹ 93,000","₹ 4,00,000",7.5 / 10
"Government Engineering College, Jhalawar","₹ 60,100","₹ 13,63,000",7.6 / 10
"Udaya School of Engineering - [USE], Kanyakumari","₹ 40,000","₹ 4,90,000",8.3 / 10
"Vidya Vihar Institute of Technology - [VVIT], Purnea","₹ 75,000","₹ 12,00,000",7.5 / 10
"SGT University, Gurgaon","₹ 1,52,500","₹ 1,80,000",7.7 / 10
"ACE College of Engineering, Thiruvananthapuram","₹ 75,000","₹ 3,60,000",6.9 / 10
"Christ College of Engineering - [CCEIJK] Irinjalakuda, Thrissur","₹ 96,000","₹ 1,80,000",8 / 10
"College of Engineering and Management - [CEM] Punnapara, Alappuzha","₹ 35,000","₹ 2,40,000",6.5 / 10
"Kunjali Marakkar School of Marine Engineering - [KMSME], Kochi","₹ 1,86,040","₹ 2,40,000",6.8 / 10
"Cochin University College of Engineering Kuttanad - [CUCEK], Alappuzha","₹ 88,890","₹ 4,50,000",8.3 / 10
"Government College Of Engineering Sengipatti, Thanjavur","₹ 9,430","₹ 21,00,000",8.1 / 10
"Thamirabharani Engineering College,, Tirunelveli","₹ 40,000","₹ 3,50,000",8.7 / 10
"SSM College of Engineering and Technology - [SSM], Baramulla","₹ 49,000","₹ 15,00,000",8.8 / 10
"Moodalakatte Institute of Technology - [MITK], Udupi","₹ 70,000","₹ 1,92,000",6.4 / 10
"Christ University, Faculty of Engineering, Bangalore","₹ 1,70,000","₹ 3,00,000",6.9 / 10
"Marine Engineering And Research Institute - [MERI], Mumbai","₹ 2,25,000","₹ 1,20,000",9.1 / 10
"KIIT School of Biotechnology - [KSBT], Bhubaneswar","₹ 3,50,000","₹ 3,50,000",7.4 / 10
"Rayat Institute of Engineering and Information Technology - [RIEIT], Ropar","₹ 80,750","₹ 1,44,000",7.4 / 10
"Adesh Institute of Technology - [AIT], Mohali","₹ 80,750","₹ 4,00,000",7.5 / 10
"Geeta University, Panipat","₹ 1,70,000","₹ 8,00,000",6.9 / 10
"Jahangirabad Institute of Technology, Barabanki","₹ 50,000","₹ 3,50,000",7.2 / 10
"Laxmi Devi Institute of Engineering and Technology - [LIET], Alwar","₹ 77,000","₹ 5,70,000",6.7 / 10
"SVERI, College of Engineering, Pandharpur","₹ 92,000","₹ 11,00,000",6.2 / 10
"Renganayagi Varatharaj College of Engineering - [RVCE], Virudhunagar","₹ 60,000","₹ 5,30,000",7.8 / 10
"The Kavery Engineering College - [TKEC], Salem","₹ 60,000","₹ 12,00,000",7.6 / 10
"Government College of Engineering - [GCE], Bodinayakanur","₹ 9,220","₹ 1,50,000",6.6 / 10
"Mysore College of Engineering & Management - [MYCEM], Mysore","₹ 65,340","₹ 2,10,000",7.3 / 10
"Hemnalini Memorial College of Engineering - [HMCE] Kalyani, Haringhat","₹ 3,32,000","₹ 2,00,000",7.6 / 10
"Institute of Technology Gopeshwar - [ITG], Chamoli","₹ 70,800","₹ 5,00,000",7.5 / 10
"St. Mary's Technical Campus, Kolkata","₹ 60,000","₹ 10,00,000",8.5 / 10
"Nowgong Engineering College, Chhatarpur","₹ 25,080","₹ 1,66,000",7.5 / 10
"Akal University - [AU], Bathinda","₹ 92,000","₹ 2,50,000",7.9 / 10
"Ideal Institute of Technology, Wada","₹ 1,01,000","₹ 6,50,000",7.6 / 10
"Sagar Institute of Research & Technology Excellence -[SIRTE], Bhopal","₹ 60,000","₹ 3,50,000",9.2 / 10
"Brindavan Group of Institutions, Bangalore","₹ 1,60,000","₹ 20,00,000",6.5 / 10
"Bajaj Institute of Technology - [BIT], Wardha","₹ 96,000","₹ 4,50,000",8.5 / 10
"Neil Gogte Institute of Technology - [NGIT], Hyderabad","₹ 90,000","₹ 25,00,000",7.5 / 10
"Sri Sai Group Of Institutes - [SSGI], Pathankot","₹ 76,770","₹ 16,50,000",6.8 / 10
"Kakatiya University College of Engineering and Technology -[KUCE&T], Warangal","₹ 35,000","₹ 2,00,000",6.3 / 10
"Sunder Deep Group of Institutions - [SDGI], Ghaziabad","₹ 60,000","₹ 7,00,000",8.2 / 10
"Maya Group of Colleges, Dehradun","₹ 95,800","₹ 4,20,000",5.6 / 10
"Achutha Institute of Technology - [AIT], Bangalore",--,"₹ 2,70,000",5.4 / 10
"Angel College of Engineering and Technology - [ACET], Tiruppur","₹ 50,000","₹ 3,00,000",8.2 / 10
"Annai College of Engineering and Technology - [ACET], Kumbakonam","₹ 2,80,000","₹ 3,60,000",6.8 / 10
"Bhajarang Engineering College, Thiruvallur","₹ 50,000","₹ 2,50,000",7.7 / 10
"Er Perumal Manimekalai College of Engineering, Hosur","₹ 65,000","₹ 2,20,000",6.5 / 10
"Government Engineering College - [GEC] Barton Hill, Thiruvananthapuram","₹ 18,425","₹ 3,20,000",8.5 / 10
"Mandsaur Institute of Technology- [MIT], Indore","₹ 68,400","₹ 4,25,000",7.3 / 10
"Shridevi Institute of Engineering and Technology - [SIET], Tumkur","₹ 72,500","₹ 7,50,000",7.1 / 10
"Thiruvalluvar College of Engineering and Technology - [TCET], Vandavasi","₹ 60,000","₹ 3,78,260",6.8 / 10
"Bhartiya Shiksha Parishad - [BSP], Lucknow","₹ 17,250","₹ 7,00,000",7.6 / 10
"Vickram College of Engineering - [VCE], Sivaganga","₹ 55,000","₹ 6,00,000",7.5 / 10
"Sri Vellappally Natesan College of Engineering - [SVNCE] Mavelikara, Alappuzha","₹ 50,000","₹ 3,00,000",6.8 / 10
"NETES Institute of Technology and Science - [NITS] Mirza, Kamrup","₹ 90,000","₹ 3,00,000",5.8 / 10
"Dr DY Patil Vidyapeeth - [DPU], Pune","₹ 1,70,000","₹ 5,00,000",7.8 / 10
"KVASU, College of Dairy Science and Technology Mannuthy - [CDST], Thrissur",--,"₹ 12,00,000",8.4 / 10
"Mittal Institute of Technology - [MIT], Bhopal","₹ 50,000","₹ 5,00,000",5.3 / 10
"Raja Balwant Singh Engineering Technical Campus - [FETRBS], Agra","₹ 81,865","₹ 23,00,000",7.1 / 10
"ANA Group of Institutions, Bareilly","₹ 2,52,000","₹ 2,20,000",7.3 / 10
"Alpha College of Engineering, Chennai","₹ 50,000","₹ 14,50,000",5.7 / 10
"Annai Mira College of Engineering and Technology, Vellore","₹ 50,000","₹ 3,20,000",7.5 / 10
"Annai Teresa College of Engineering, Viluppuram","₹ 50,000","₹ 12,00,000",8 / 10
"Apollo Institute of Technology - [AIT], Kanpur","₹ 80,500","₹ 1,08,000",7.4 / 10
"Arvind Gavali College of Engineering - [AGCE], Satara","₹ 72,500","₹ 4,70,000",6.6 / 10
"Azad Institute of Engineering and Technology - [AIET], Lucknow","₹ 56,000","₹ 11,50,000",6.2 / 10
"Babu Banarasi Das Institute of Technology - [BBDIT], Ghaziabad","₹ 80,000","₹ 4,50,000",7.1 / 10
"Ballarpur Institute of Technology - [BIT], Chandrapur","₹ 85,000","₹ 15,00,000",8.5 / 10
"Bansal Institute of Engineering and Technology - [BIET], Lucknow","₹ 94,904","₹ 3,00,000",7.1 / 10
"Bapurao Deshmukh College of Engineering - [BDCE], Wardha","₹ 1,07,000","₹ 2,50,000",7.7 / 10
"Bethlahem Institute of Engineering, Kanyakumari","₹ 55,000","₹ 3,25,000",8.1 / 10
"Bhadrak Institute of Engineering and Technology - [BIET], Bhadrak","₹ 94,000","₹ 16,50,000",7.6 / 10
"Bharathidasan Engineering College - [BEC], Vellore","₹ 55,000","₹ 2,80,000",5.7 / 10
"CBS Group of Institutions, Jhajjar","₹ 69,800","₹ 12,00,000",8.5 / 10
"CK College of Engineering and Technology - [CKCET], Cuddalore","₹ 50,000","₹ 3,25,000",7.1 / 10
"CGC College of Engineering - [CGC COE] Landran, Mohali","₹ 96,500","₹ 24,00,000",8.1 / 10
"College of Engineering and Rural Technology - [CERT], Meerut","₹ 85,565","₹ 2,40,000",7.8 / 10
"Compucom Institute of Information Technology and Management - [CIITM], Jaipur","₹ 77,400","₹ 3,60,000",7.5 / 10
"Delhi Engineering College, Faridabad","₹ 75,000","₹ 4,00,000",8.3 / 10
"Devprayag Institute of Technical Studies - [DITS], Allahabad","₹ 80,500","₹ 4,50,000",8.4 / 10
"Dr. Ambedkar Institute of Technology for Handicapped - [AITH], Kanpur","₹ 71,465","₹ 33,00,000",7.7 / 10
"Future Institute of Engineering and Management - [FIEM], Kolkata","₹ 80,000","₹ 18,00,000",6.8 / 10
"Galaxy Global Group of Institutions - [GGGI], Ambala","₹ 72,130","₹ 9,00,000",6.8 / 10
"Government Engineering College - [GECSKP] Sreekrishnapuram , Palakkad","₹ 8,225","₹ 4,20,000",7.6 / 10
"Greater Kolkata College of Engineering & Management - [GKCEM], Baruipur","₹ 85,000","₹ 3,50,000",6.5 / 10
"Himachal Institute of Engineering and Technology - [HIET], Kangra","₹ 73,000","₹ 7,90,000",8 / 10
